"","Variables","Accuracy","Kappa","AccuracySD","KappaSD"
"424",424,0.14,-0.666,0.213915023287773,0.386301140858491
"425",425,0.153333333333333,-0.654,0.189999403269143,0.329631829253704
"426",426,0.165,-0.638,0.202373949458672,0.356221669120536
"427",427,0.151666666666667,-0.64,0.208037204504507,0.381190401832181
"428",428,0.166666666666667,-0.608,0.21295885499998,0.412478818256409
"429",429,0.128333333333333,-0.676,0.1822711966155,0.346739919000641
"430",430,0.148333333333333,-0.634,0.203630595690171,0.394145937957203
"431",431,0.16,-0.614,0.206773068944716,0.40051497462387
"432",432,0.133333333333333,-0.664,0.185194633167905,0.361832072900665
"433",433,0.125,-0.68,0.190662111643416,0.377424137532083
"434",434,0.19,-0.556,0.215630699668335,0.430547823791305
"435",435,0.17,-0.598,0.194860261577239,0.3694949669647
"436",436,0.14,-0.668,0.195209057073996,0.352507055943276
"437",437,0.148333333333333,-0.65,0.213151761591097,0.397055488848208
"438",438,0.141666666666667,-0.66,0.196518738324038,0.359137288285044
"439",439,0.151666666666667,-0.632,0.181866425778363,0.343713216955944
"440",440,0.163333333333333,-0.602,0.22077476440626,0.447437146423942
"441",441,0.141666666666667,-0.652,0.189917334923141,0.364350134360018
"442",442,0.171666666666667,-0.602,0.195912019218772,0.372794192825051
"443",443,0.176666666666667,-0.598,0.222488502594736,0.421120953103568
"444",444,0.146666666666667,-0.656,0.22370818374374,0.409658892449884
"445",445,0.155,-0.648,0.191226201963696,0.344780320476322
"446",446,0.141666666666667,-0.674,0.17757659393067,0.319316872880408
"447",447,0.141666666666667,-0.68,0.189917334923141,0.318798765777449
"448",448,0.141666666666667,-0.656,0.212459146399699,0.397009227261297
"449",449,0.118333333333333,-0.712,0.187544401394259,0.320484327357256
"450",450,0.131666666666667,-0.7,0.190543142994975,0.322616851161035
"451",451,0.141666666666667,-0.656,0.224144885520985,0.421929484387994
"452",452,0.156666666666667,-0.642,0.210037249692771,0.398512540452567
"453",453,0.151666666666667,-0.64,0.201812928351696,0.367562295150532
"454",454,0.151666666666667,-0.638,0.226934865339321,0.445334086927547
"455",455,0.13,-0.686,0.195731084900615,0.348764583485591
"456",456,0.161666666666667,-0.632,0.191522424280468,0.355963767933806
"457",457,0.128333333333333,-0.694,0.192113498671702,0.353645735337568
"458",458,0.178333333333333,-0.576,0.194168089977558,0.388907417763967
"459",459,0.135,-0.676,0.195535487787069,0.346739919000641
"460",460,0.135,-0.672,0.211549997306888,0.385999894258207
"461",461,0.16,-0.634,0.218762754730194,0.406884629890116
"462",462,0.165,-0.61,0.214609543673686,0.41954786158824
"463",463,0.146666666666667,-0.654,0.187143462982177,0.369892427826342
"464",464,0.135,-0.658,0.195535487787069,0.378013065317881
"465",465,0.148333333333333,-0.65,0.224801499740803,0.421973013935484
"466",466,0.16,-0.634,0.224517623507167,0.41923642932535
"467",467,0.14,-0.664,0.215235988190277,0.414413773311414
"468",468,0.15,-0.658,0.191958517816632,0.347639268818253
"469",469,0.161666666666667,-0.632,0.204408609942424,0.383560122206335
"470",470,0.15,-0.652,0.2246185983823,0.416614146349803
"471",471,0.151666666666667,-0.638,0.209395252768744,0.409524363233291
"472",472,0.146666666666667,-0.668,0.227477541190404,0.428780901189045
"473",473,0.18,-0.588,0.2050662190489,0.378848954878121
"474",474,0.153333333333333,-0.634,0.196598050984219,0.36734569160786
"475",475,0.148333333333333,-0.65,0.213151761591097,0.397055488848208
"476",476,0.178333333333333,-0.588,0.222086835175516,0.417299383548795
"477",477,0.13,-0.662,0.217671661869322,0.421798868792089
"478",478,0.158333333333333,-0.624,0.208418350000138,0.391000809018423
"479",479,0.13,-0.696,0.189102187158712,0.320051016341496
"480",480,0.14,-0.658,0.188561808316413,0.34997959124171
"481",481,0.13,-0.688,0.189102187158712,0.342046661096621
"482",482,0.163333333333333,-0.618,0.182853422581203,0.349162262729359
"483",483,0.14,-0.65,0.183225076262581,0.356427855710704
"484",484,0.14,-0.66,0.168728740157396,0.313635691430002
"485",485,0.16,-0.636,0.216810522625375,0.424148606995622
"486",486,0.138333333333333,-0.674,0.184895938128743,0.334913939600572
"487",487,0.168333333333333,-0.604,0.193788170111809,0.356261770303231
"488",488,0.163333333333333,-0.618,0.219487136695076,0.41585417381283
"489",489,0.141666666666667,-0.636,0.218380194379097,0.428933180657999
"490",490,0.151666666666667,-0.648,0.209395252768744,0.399612056773025
"491",491,0.151666666666667,-0.642,0.199695062317104,0.386554640116916
"492",492,0.153333333333333,-0.616,0.202982299866163,0.407761434855115
"493",493,0.155,-0.648,0.204131088111994,0.37320454532744
"494",494,0.151666666666667,-0.644,0.196835797216257,0.370416202757528
"495",495,0.151666666666667,-0.646,0.219957994340684,0.416599450360675
"496",496,0.141666666666667,-0.666,0.218380194379097,0.399290186532582
"497",497,0.165,-0.614,0.223663833026445,0.425229829813555
"498",498,0.163333333333333,-0.632,0.204096371349875,0.370019304515705
"499",499,0.141666666666667,-0.656,0.224144885520985,0.421929484387994
"500",500,0.14,-0.638,0.188561808316413,0.372465585316144
"501",1299,0.121666666666667,-0.67,0.179134034364142,0.34948942350643
